 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF00169#FRCM01000001.1/631866-631768#subopt1,  6.53952, -1.88391, -2.01701, -2.56951, 0.769925,0.0551832, 0.582586,-0.302574,-0.142218, 0.918121,-0.414126, 0.661613, 0.346063, -1.65415,-0.401106, 0.240627, -0.80007,  1.14518,-0.630909
RF00169#FRCM01000001.1/631866-631768#subopt2,     5.887,  -1.33894,  -1.33691,  -2.48051,  0.893779,    1.0584,  0.308257,  0.969919,  -0.26123,   1.11205,  0.240685,  0.835431,  0.154849,  -1.53006,  -0.27895,   1.02304,-0.0209639,    1.4495, -0.603093
RF00169#FRCM01000001.1/631866-631768#subopt3,   6.31289,  -1.71395,  -1.78055,  -2.32956,  0.967802,    1.1695,0.00676765,  0.886486, -0.223522,  0.822415,  0.197972,   1.21868,  0.303183,  -1.88771, -0.238359,  0.932701,-0.0627929,  0.874071, -0.479199
RF00169#FRCM01000001.1/631866-631768#subopt4,  6.66195, -2.00536,  -2.1976, -2.22978,  0.77988, 0.909633, 0.208291, 0.608853,-0.423986, 0.925648,-0.169847, 0.998324,  0.10275, -1.79003,-0.286186,  1.31751,-0.248446, 0.911364, -0.45294
RF00169#KI530762.1/1263899-1263995#subopt0,   6.15097,  -1.81426,  -2.08553,  -1.21941,   0.78753,   1.55111,  -1.16412,  0.396804, -0.112007,   1.14003,-0.0305703,  0.755165,  -0.17624,  -1.04581, -0.249819, -0.441706,  0.611572,  0.602675, -0.688434
RF00169#KI530762.1/1263899-1263995#subopt1,  6.52647, -1.49209, -0.93033, -1.17187, 0.697206,  1.77443,  -1.2386, 0.117291,-0.314129, 0.389509,-0.173797,  1.01946, -0.11751,-0.751203,-0.218482,-0.867974, 0.947444,0.0282072,-0.842411
RF00169#KI530762.1/1263899-1263995#subopt2,  6.07827, -1.76215, -1.86806, -1.19915, 0.958708,  1.47972, -1.48906, 0.566234,-0.080497,  1.10381,0.0775216, 0.784996, -0.26644, -1.15632,-0.186143,-0.526596, 0.727813, 0.225886,-0.697292
RF00169#KI530762.1/1263899-1263995#subopt3,   6.36612,  -1.96698,  -2.13389,  -1.11717,  0.995506,   1.54647,  -1.66331,  0.519673,-0.0703824,  0.923806, 0.0724828,     1.051, -0.244805,  -1.39938, -0.240688,  -0.56052,   0.62083,0.00552457, -0.649321
RF00169#KI530762.1/1263899-1263995#subopt4,   6.13389,   -1.7479,  -2.21991,  -1.20952,  0.889406,   1.66426, -0.957497,  0.246818,-0.0139622,   1.10154,-0.0670238,  0.648152, -0.069893, -0.980173, -0.237582,  -0.23601,  0.579368,  0.286201, -0.521183
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.85081, -1.44716,  -0.7526, -2.00549, 0.816505, 0.904556,-0.012484,  1.81011,-0.438251,  2.01238,  0.86277, 0.109807, 0.624731, -1.36025,  0.51444, 0.502673, 0.567171,  1.34444,-0.376392
RF00169#MGSR01000112.1/3254-3156#subopt1,   5.89117,  -1.65452, -0.824491,  -1.88665,    0.9467,  0.866412, -0.181581,   1.17325,  -1.32099,   1.51409,   1.16565,  0.415528,  0.754389,  -1.47113, 0.0218978,  0.130092,   0.53787,   1.23583,0.00824568
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.06035, -1.88035, -1.36151, -1.43693,  1.64323, 0.977267, -1.03265,  1.13819,-0.637667,   1.0432, 0.581611,  0.22611, 0.666229, -1.07172, 0.035746, 0.746725,-0.261496, 0.755165,-0.201254
RF00169#MGSR01000112.1/3254-3156#subopt3,   5.96143,  -1.71771, -0.846886,  -1.84637,   1.38903,  0.874541, -0.720469,    0.9335, -0.746827,    1.3483,  0.900401,  0.954451,  0.724213,  -1.40776, -0.274726,   1.15525,-0.0549021,   1.36867, -0.208131
RF00169#MGSR01000112.1/3254-3156#subopt4,   5.8476, -1.66042, -0.70978, -1.74826,  1.29507, 0.970617,-0.574439,  1.29486,-0.595988,  1.96303,  1.01404, 0.343678,  0.50576, -1.36864,0.0409405,  1.41208,0.0559488,  1.32752,-0.378953
RF00169#AM942759.1/160112-160208#subopt0,    5.622, -1.61504, -1.32563, -1.20022,  1.35873, 0.699187,-0.309439,  1.90578,-0.930891,  1.32773, 0.794712,-0.555184, -0.12995, -1.54573, -0.18311, 0.184425, 0.105149, 0.875667,-0.254151
RF00169#AM942759.1/160112-160208#subopt1,   5.71812,  -1.55733,  -1.38917, -0.958212,   1.44469,  0.750812,  -1.14826,  0.891735,  -0.70452,  0.827101,  0.453487,-0.0982067, -0.201818,  -1.14015,  -0.46561,-0.0173449,  0.106354,  0.777047, -0.182226
RF00169#AM942759.1/160112-160208#subopt2,   6.01446,  -1.83014,  -1.79388,  -1.01098,   1.37765,  0.360009, -0.660946,   1.46726,  -1.14204,   0.70614,  0.412894, -0.306893,-0.0313186,  -1.40907, -0.266734,-0.0270864, -0.232977,  0.664441, 0.0913084
RF00169#AM942759.1/160112-160208#subopt3,  6.29218, -1.82093, -1.42423, -2.06695,  1.14977, 0.329854, 0.389031,  1.37661,-0.802419,  1.90079,-0.110418,-0.800447,0.0875125,-0.606109,0.0407939, 0.039557, 0.306494,  1.53327,-0.540921
RF00169#AM942759.1/160112-160208#subopt4,   5.93678,  -1.73404,  -1.25707,  -1.54983,   1.23846,  0.633752,-0.0474835,   1.45356,  -1.31161,   1.91845,  0.793761, -0.757028, 0.0140003,  -1.18427, -0.197088,-0.0702049,  0.456894,   1.12821, -0.256966
RF03141#CP002453.1/701743-701712#subopt0,  2.69674, 0.357758,-0.236072,  1.25835,  1.83566,-0.933685,-0.135271, 0.532783, 0.228499, 0.533515, 0.547288, 0.412315,-0.306341,0.0888485,-0.323112,0.0171965, 0.680236, 0.114852,-0.505598
RF03141#CP002453.1/701743-701712#subopt1,    2.65614,   0.507622,  -0.388675,   0.886673,    1.37992,   -1.14637,   0.364177,    1.18935,   0.618737,   0.255145,   0.210515,   0.467938,  -0.283311,  -0.158407,-0.00192075,  -0.221162,   0.627871,  0.0466986,   -0.45512
RF03141#CP002453.1/701743-701712#subopt2,   3.33407,  0.243048, -0.626717, -0.841521,   1.11763,-0.0761134,  0.856418,  0.119072,  0.515645,  0.247165, -0.878702,  0.615724, -0.383076,  0.192767,-0.0680936, -0.255913,  0.288134, -0.198383, -0.242823
RF03141#CP002453.1/701743-701712#subopt3,   2.94629,  0.660138,  0.795436,   -1.2562,   1.32306,  -1.37308,  0.766925,  0.330125,  0.150701,   0.69046, -0.386587,  0.351909, -0.179281, 0.0533315,-0.0455636,  0.438342,  0.176051,  0.383124,0.00537657
RF03141#CP002453.1/701743-701712#subopt4,   3.02152,  0.701517,  0.531731,  -1.74544,  0.992904, -0.146138,  0.727084,  0.020891,  0.547326,   0.48249, -0.222327,   1.13691, -0.500555,  -0.25511, -0.347613,  0.155926,  0.271214,-0.0270296,  0.043648
RF03141#CP002534.1/2435971-2436002#subopt0,  2.69674, 0.357758,-0.236072,  1.25835,  1.83566,-0.933685,-0.135271, 0.532783, 0.228499, 0.533515, 0.547288, 0.412315,-0.306341,0.0888485,-0.323112,0.0171965, 0.680236, 0.114852,-0.505598
RF03141#CP002534.1/2435971-2436002#subopt1,    2.65614,   0.507622,  -0.388675,   0.886673,    1.37992,   -1.14637,   0.364177,    1.18935,   0.618737,   0.255145,   0.210515,   0.467938,  -0.283311,  -0.158407,-0.00192075,  -0.221162,   0.627871,  0.0466986,   -0.45512
RF03141#CP002534.1/2435971-2436002#subopt2,   3.33407,  0.243048, -0.626717, -0.841521,   1.11763,-0.0761134,  0.856418,  0.119072,  0.515645,  0.247165, -0.878702,  0.615724, -0.383076,  0.192767,-0.0680936, -0.255913,  0.288134, -0.198383, -0.242823
RF03141#CP002534.1/2435971-2436002#subopt3,   2.94629,  0.660138,  0.795436,   -1.2562,   1.32306,  -1.37308,  0.766925,  0.330125,  0.150701,   0.69046, -0.386587,  0.351909, -0.179281, 0.0533315,-0.0455636,  0.438342,  0.176051,  0.383124,0.00537657
RF03141#CP002534.1/2435971-2436002#subopt4,   3.02152,  0.701517,  0.531731,  -1.74544,  0.992904, -0.146138,  0.727084,  0.020891,  0.547326,   0.48249, -0.222327,   1.13691, -0.500555,  -0.25511, -0.347613,  0.155926,  0.271214,-0.0270296,  0.043648
RF03141#CP002999.1/713998-713967#subopt0,  2.69674, 0.357758,-0.236072,  1.25835,  1.83566,-0.933685,-0.135271, 0.532783, 0.228499, 0.533515, 0.547288, 0.412315,-0.306341,0.0888485,-0.323112,0.0171965, 0.680236, 0.114852,-0.505598
RF03141#CP002999.1/713998-713967#subopt1,    2.65614,   0.507622,  -0.388675,   0.886673,    1.37992,   -1.14637,   0.364177,    1.18935,   0.618737,   0.255145,   0.210515,   0.467938,  -0.283311,  -0.158407,-0.00192075,  -0.221162,   0.627871,  0.0466986,   -0.45512
RF03141#CP002999.1/713998-713967#subopt2,   3.33407,  0.243048, -0.626717, -0.841521,   1.11763,-0.0761134,  0.856418,  0.119072,  0.515645,  0.247165, -0.878702,  0.615724, -0.383076,  0.192767,-0.0680936, -0.255913,  0.288134, -0.198383, -0.242823
RF03141#CP002999.1/713998-713967#subopt3,   2.94629,  0.660138,  0.795436,   -1.2562,   1.32306,  -1.37308,  0.766925,  0.330125,  0.150701,   0.69046, -0.386587,  0.351909, -0.179281, 0.0533315,-0.0455636,  0.438342,  0.176051,  0.383124,0.00537657
RF03141#CP002999.1/713998-713967#subopt4,   3.02152,  0.701517,  0.531731,  -1.74544,  0.992904, -0.146138,  0.727084,  0.020891,  0.547326,   0.48249, -0.222327,   1.13691, -0.500555,  -0.25511, -0.347613,  0.155926,  0.271214,-0.0270296,  0.043648
RF03141#CP011071.1/769099-769068#subopt0,  2.69674, 0.357758,-0.236072,  1.25835,  1.83566,-0.933685,-0.135271, 0.532783, 0.228499, 0.533515, 0.547288, 0.412315,-0.306341,0.0888485,-0.323112,0.0171965, 0.680236, 0.114852,-0.505598
RF03141#CP011071.1/769099-769068#subopt1,    2.65614,   0.507622,  -0.388675,   0.886673,    1.37992,   -1.14637,   0.364177,    1.18935,   0.618737,   0.255145,   0.210515,   0.467938,  -0.283311,  -0.158407,-0.00192075,  -0.221162,   0.627871,  0.0466986,   -0.45512
RF03141#CP011071.1/769099-769068#subopt2,   3.33407,  0.243048, -0.626717, -0.841521,   1.11763,-0.0761134,  0.856418,  0.119072,  0.515645,  0.247165, -0.878702,  0.615724, -0.383076,  0.192767,-0.0680936, -0.255913,  0.288134, -0.198383, -0.242823
RF03141#CP011071.1/769099-769068#subopt3,   2.94629,  0.660138,  0.795436,   -1.2562,   1.32306,  -1.37308,  0.766925,  0.330125,  0.150701,   0.69046, -0.386587,  0.351909, -0.179281, 0.0533315,-0.0455636,  0.438342,  0.176051,  0.383124,0.00537657
RF03141#CP011071.1/769099-769068#subopt4,   3.02152,  0.701517,  0.531731,  -1.74544,  0.992904, -0.146138,  0.727084,  0.020891,  0.547326,   0.48249, -0.222327,   1.13691, -0.500555,  -0.25511, -0.347613,  0.155926,  0.271214,-0.0270296,  0.043648
RF03065#URS0000D6A397_12908/1-216#subopt0,   6.35323,  0.981217,   1.11032,-0.0561154,  0.031657, -0.244404,   -2.5604,  0.626579,   1.03283, 0.0240532, -0.904169, -0.920397, -0.965291, -0.189524,  -0.25581, 0.0819966, -0.390491,  0.130921,    1.2066
RF03065#URS0000D6A397_12908/1-216#subopt1,   6.35363,  0.919342,   1.20834, 0.0565414,-0.0189033, -0.168985,  -2.53731,  0.408993,  0.450157,   0.22361, -0.615049,   -1.1721, -0.939737, -0.185466, -0.391821,   -0.3525, -0.167085,  0.138831,   1.39338
RF03065#URS0000D6A397_12908/1-216#subopt2,   6.9002, 0.536375, 0.880408, 0.461827, 0.199699,-0.381346, -2.52513, 0.410517,  1.04812,0.0563806,0.0134983, -1.02934, -1.31204, 0.392938,-0.744001,-0.467626, 0.214763, 0.235344,  1.49476
RF03065#URS0000D6A397_12908/1-216#subopt3,  6.87563, 0.583017, 0.758159, 0.173786,-0.278936, -0.53684, -2.63813, 0.816003,  1.43779,-0.119429,-0.570741,-0.941493, -1.31542,0.0373114,0.0430859,-0.119895, 0.197616,-0.157276,   1.0014
RF03065#URS0000D6A397_12908/1-216#subopt4,   6.89691,  0.537098,  0.858665,  0.270059,  -0.35738, -0.471268,  -2.61443,   0.63915,  0.943488, 0.0747395, -0.335764,  -1.18564,  -1.29055, 0.0540143,-0.0508247, -0.560895,  0.427848, -0.133129,   1.16418
RF03065#URS0000D68D65_12908/1-207#subopt0,  7.39228, 0.286058,  1.08308,-0.577464,0.0285426, -1.00965,  -2.7127,  1.05395,  1.85721,-0.363258,-0.427461, -1.17618,-0.180913,-0.812107, 0.862395, 0.718504, -0.58499, 0.509317, 0.840022
RF03065#URS0000D68D65_12908/1-207#subopt1,  7.48283, 0.231767,  1.25748,-0.461313, -0.16019,-0.952172, -2.71533, 0.889736,   1.2494, -0.10999,-0.183632, -1.56648,-0.215946,-0.822167, 0.768456,0.0373108,-0.267535,  0.57373,  1.07632
RF03065#URS0000D68D65_12908/1-207#subopt2,  7.35261, 0.197804,  1.14761,-0.421732,0.0509069,-0.692581, -3.14418, 0.547905,  1.75846,-0.110744,-0.395665, -1.02619,-0.413285,-0.590583, 0.603299,  0.69538,-0.576738, 0.570421, 0.794013
RF03065#URS0000D68D65_12908/1-207#subopt3,  7.43173, 0.134769,  1.32066,  -0.2966,-0.122548,-0.629712, -3.14713, 0.361375,  1.10222, 0.145474,-0.122169, -1.42063,-0.447942,-0.607574, 0.486288,0.0177497,-0.263023, 0.625938,  1.04346
RF03065#URS0000D68D65_12908/1-207#subopt4,   7.39732,  0.272278,   1.09378, -0.558305, 0.0583899, -0.968709,   -2.6597,   1.02879,   1.75311, -0.421405, -0.412066,  -1.24705,-0.0667454, -0.885891,  0.836557,  0.662026, -0.553704,  0.619686,  0.922923
RF03065#URS0000D66550_12908/1-216#subopt0,   9.27159,  -2.72022,  0.167952,  0.446896,  0.120563,   1.61951, -0.121132,  0.208088,  0.172287,    1.2668, -0.930159,  0.120867,    1.5889,  -0.67489,  0.688785,  -0.88255,  0.145061, -0.340036,-0.0151589
RF03065#URS0000D66550_12908/1-216#subopt1,   8.99256,  -2.54857,-0.0116382,  0.948889, 0.0844228,   1.62779,  -0.15675,  0.249753, 0.0508471,   1.42544,  -1.00822,  0.293246,   1.60405, -0.700072,  0.616469, -0.852549,  0.251111, -0.559036,  0.130653
RF03065#URS0000D66550_12908/1-216#subopt2,   8.9719, -3.00166, -0.61138,-0.361578, 0.537045,  1.31591,-0.556036, 0.204842,  0.11294,  1.54791,-0.658646, 0.150326,  1.71405,-0.815434, 0.232332,-0.647572, 0.359344,-0.266543, 0.106937
RF03065#URS0000D66550_12908/1-216#subopt3,  8.44855, -2.76198,-0.546673,-0.089254, 0.675222,  1.23546,-0.427903, 0.879406,-0.103761,  1.50856, -1.13502,0.0785817,  1.36828,-0.107701, 0.286838,-0.556137,  0.34211,-0.171657, -0.26886
RF03065#URS0000D66550_12908/1-216#subopt4,   8.83982,  -2.95827,  -1.11512,  0.235627,   0.68738,   1.36451, -0.562933,  0.869063,-0.0796941,   1.26882, -0.868767,  0.239364,   1.28846, -0.118193, -0.168642, -0.772318,  0.237674,-0.0744341, -0.283367
RF03065#URS0000D6768A_12908/1-217#subopt0,   8.13102, -0.417398,  -0.48273,  0.126474,0.00328042,  0.280415,  -2.34723,   1.25499,    1.2273,  -1.28554, -0.437237,  0.303157, -0.344384, -0.306149, -0.426724,     0.462, -0.689991,  0.117618,   1.30487
RF03065#URS0000D6768A_12908/1-217#subopt1,  7.98486,-0.314664,-0.561651, 0.127152,-0.108584, 0.708216,  -2.7589, 0.605778,  1.49638, -0.95546,-0.591912,  0.54494,-0.954548,-0.218692, -0.55964, 0.499981,-0.506167,0.0258365,  1.19152
RF03065#URS0000D6768A_12908/1-217#subopt2,   8.40188, -0.642558, -0.748067,  0.193409, 0.0299833,  0.336225,   -2.5218,   1.22055,   1.23995,   -1.4218, -0.440775,  0.574505, -0.263647, -0.517528, -0.424193,  0.446996,  -0.76886,-0.0467424,   1.30638
RF03065#URS0000D6768A_12908/1-217#subopt3,  8.25572,-0.539822,-0.826986, 0.194085,-0.081877, 0.764017, -2.93346, 0.571342,  1.50903, -1.09171, -0.59545,  0.81629,-0.873811,-0.430074, -0.55711, 0.484976, -0.58504,-0.138524,  1.19303
RF03065#URS0000D6768A_12908/1-217#subopt4,  8.70716, -0.93658, -1.17383, 0.365937,  -0.4625, 0.547982, -2.87331, 0.201608,  1.05347,-0.788435, -0.87025,   0.3483, -1.02321,-0.304762, -0.61799, 0.326354,-0.571644,-0.023827,  1.28851
RF02975#URS0000D67C49_12908/1-48#subopt0,  4.16863,  2.21318,   1.2337,-0.363827, 0.459948,-0.680727, 0.347361,  1.25275,-0.335706, -1.35104,-0.816104, 0.599469,   1.3304, 0.544985,-0.896594,  0.24946, 0.355555,-0.285969,-0.581783
RF02975#URS0000D67C49_12908/1-48#subopt1,   4.14404,   1.93281,   1.46547, -0.112808,  0.516705, -0.475091, 0.0380763,  0.578425, -0.804941,  -1.33516,-0.0526772,  0.544167,    1.1771,  0.797072,   -1.0967,  0.400363, -0.198499, -0.399142, -0.864892
RF02975#URS0000D67C49_12908/1-48#subopt2,   3.50478,   2.25453,  0.761944, -0.612705,  0.531723,  -1.26407,    0.3753,   1.14147,-0.0675134, -0.285796, -0.151682,   0.32546,   1.05764,  0.775207, -0.176941,  0.143063, 0.0739626, -0.475951, -0.562902
RF02975#URS0000D67C49_12908/1-48#subopt3,  4.44877,  1.74149, 0.393033,  1.41353, 0.137593,-0.149963,  -1.4434, 0.363937,-0.782551,-0.842285, 0.136035, 0.229247, 0.737535, 0.255158,-0.840785, 0.744699,  0.76333,-0.207021, -0.73581
RF02975#URS0000D67C49_12908/1-48#subopt4,    4.21514,    2.08986,    1.45497,   -0.27625,-0.00354951,  -0.380508,  -0.579524,    0.45531,   -0.47005,   -1.02775,  -0.903676,   0.504907,    1.08764,   0.614914,  -0.530918,   0.499157,   0.601184,  -0.547198,   -1.04751
RF02975#URS0000D6C04C_12908/1-48#subopt0,  4.16863,  2.21318,   1.2337,-0.363827, 0.459948,-0.680727, 0.347361,  1.25275,-0.335706, -1.35104,-0.816104, 0.599469,   1.3304, 0.544985,-0.896594,  0.24946, 0.355555,-0.285969,-0.581783
RF02975#URS0000D6C04C_12908/1-48#subopt1,   4.14404,   1.93281,   1.46547, -0.112808,  0.516705, -0.475091, 0.0380763,  0.578425, -0.804941,  -1.33516,-0.0526772,  0.544167,    1.1771,  0.797072,   -1.0967,  0.400363, -0.198499, -0.399142, -0.864892
RF02975#URS0000D6C04C_12908/1-48#subopt2,   3.50478,   2.25453,  0.761944, -0.612705,  0.531723,  -1.26407,    0.3753,   1.14147,-0.0675134, -0.285796, -0.151682,   0.32546,   1.05764,  0.775207, -0.176941,  0.143063, 0.0739626, -0.475951, -0.562902
RF02975#URS0000D6C04C_12908/1-48#subopt3,  4.44877,  1.74149, 0.393033,  1.41353, 0.137593,-0.149963,  -1.4434, 0.363937,-0.782551,-0.842285, 0.136035, 0.229247, 0.737535, 0.255158,-0.840785, 0.744699,  0.76333,-0.207021, -0.73581
RF02975#URS0000D6C04C_12908/1-48#subopt4,    4.21514,    2.08986,    1.45497,   -0.27625,-0.00354951,  -0.380508,  -0.579524,    0.45531,   -0.47005,   -1.02775,  -0.903676,   0.504907,    1.08764,   0.614914,  -0.530918,   0.499157,   0.601184,  -0.547198,   -1.04751
RF02975#URS0000D6C04C_1235800/1-48#subopt0,  4.16863,  2.21318,   1.2337,-0.363827, 0.459948,-0.680727, 0.347361,  1.25275,-0.335706, -1.35104,-0.816104, 0.599469,   1.3304, 0.544985,-0.896594,  0.24946, 0.355555,-0.285969,-0.581783
RF02975#URS0000D6C04C_1235800/1-48#subopt1,   4.14404,   1.93281,   1.46547, -0.112808,  0.516705, -0.475091, 0.0380763,  0.578425, -0.804941,  -1.33516,-0.0526772,  0.544167,    1.1771,  0.797072,   -1.0967,  0.400363, -0.198499, -0.399142, -0.864892
RF02975#URS0000D6C04C_1235800/1-48#subopt2,   3.50478,   2.25453,  0.761944, -0.612705,  0.531723,  -1.26407,    0.3753,   1.14147,-0.0675134, -0.285796, -0.151682,   0.32546,   1.05764,  0.775207, -0.176941,  0.143063, 0.0739626, -0.475951, -0.562902
RF02975#URS0000D6C04C_1235800/1-48#subopt3,  4.44877,  1.74149, 0.393033,  1.41353, 0.137593,-0.149963,  -1.4434, 0.363937,-0.782551,-0.842285, 0.136035, 0.229247, 0.737535, 0.255158,-0.840785, 0.744699,  0.76333,-0.207021, -0.73581
RF02975#URS0000D6C04C_1235800/1-48#subopt4,    4.21514,    2.08986,    1.45497,   -0.27625,-0.00354951,  -0.380508,  -0.579524,    0.45531,   -0.47005,   -1.02775,  -0.903676,   0.504907,    1.08764,   0.614914,  -0.530918,   0.499157,   0.601184,  -0.547198,   -1.04751
RF02975#KE159821.1/197762-197715#subopt0,  4.16863,  2.21318,   1.2337,-0.363827, 0.459948,-0.680727, 0.347361,  1.25275,-0.335706, -1.35104,-0.816104, 0.599469,   1.3304, 0.544985,-0.896594,  0.24946, 0.355555,-0.285969,-0.581783
RF02975#KE159821.1/197762-197715#subopt1,   4.14404,   1.93281,   1.46547, -0.112808,  0.516705, -0.475091, 0.0380763,  0.578425, -0.804941,  -1.33516,-0.0526772,  0.544167,    1.1771,  0.797072,   -1.0967,  0.400363, -0.198499, -0.399142, -0.864892
RF02975#KE159821.1/197762-197715#subopt2,   3.50478,   2.25453,  0.761944, -0.612705,  0.531723,  -1.26407,    0.3753,   1.14147,-0.0675134, -0.285796, -0.151682,   0.32546,   1.05764,  0.775207, -0.176941,  0.143063, 0.0739626, -0.475951, -0.562902
RF02975#KE159821.1/197762-197715#subopt3,  4.44877,  1.74149, 0.393033,  1.41353, 0.137593,-0.149963,  -1.4434, 0.363937,-0.782551,-0.842285, 0.136035, 0.229247, 0.737535, 0.255158,-0.840785, 0.744699,  0.76333,-0.207021, -0.73581
RF02975#KE159821.1/197762-197715#subopt4,    4.21514,    2.08986,    1.45497,   -0.27625,-0.00354951,  -0.380508,  -0.579524,    0.45531,   -0.47005,   -1.02775,  -0.903676,   0.504907,    1.08764,   0.614914,  -0.530918,   0.499157,   0.601184,  -0.547198,   -1.04751
RF02999#URS0000D67576_1163398/1-93#subopt0,   4.89228,  0.129693,   0.36759,   2.71503,   1.50528, -0.157228,  0.336882,  0.160719,-0.0554316,  0.519317, -0.352497, -0.369022,   -1.2286,   0.58817,  -1.00436,  -0.45291,  0.108248,  0.460439,  0.599788
RF02999#URS0000D67576_1163398/1-93#subopt1,   5.42172, -0.426936,-0.0714013,   2.90242,   1.06573, -0.472209,  0.340687,0.00665995, -0.384156,  0.614623, -0.542067, -0.351923,  -1.38773,  0.453213, -0.431896,0.00197784,  0.107023,  0.354057,  0.400042
RF02999#URS0000D67576_1163398/1-93#subopt2,  5.16154, -0.40833, 0.379136,  1.00152,  2.02146,-0.480758,-0.468149,-0.981145,  0.92661,-0.359766, 0.488399, 0.318017, -1.21922, 0.577482,-0.487619,-0.215754,  0.67771,  0.51798, 0.617222
RF02999#URS0000D67576_1163398/1-93#subopt3,   4.46206, 0.0274859,  0.221796,   2.53212,   1.61478,-0.0361983,-0.0594215,-0.0615695,  0.223802,  0.420901,   0.11179, -0.304295,  -1.09208,  0.310074, -0.514496, -0.850242,  0.321733,  0.407924,  0.537051
RF02999#URS0000D67576_1163398/1-93#subopt4,  5.72519,-0.999465,-0.089665,  1.18867,  1.54693,-0.873792,-0.420253,  -1.1852, 0.524138,-0.221175, 0.221834, 0.244406, -1.45076, 0.499351,0.0669108, 0.292074, 0.627204, 0.442238, 0.428521
RF02999#URS0000D69975_1388763/1-93#subopt0,   4.49256,  0.221846,   0.16501,   2.34865,   1.33138,-0.0218026,  0.338105,  0.223013,  0.526199,  0.478575, -0.106167, -0.422585, -0.889307,  0.413265, -0.132036,  -1.35454,  0.729789,  0.540591,  0.465035
RF02999#URS0000D69975_1388763/1-93#subopt1,   4.47638, 0.0588627,   1.34406,  0.799631,   2.24497,-0.0761689, -0.333131, -0.738674,  0.659078,-0.0493074,  0.277016,  0.444866, -0.661297,   0.42349, -0.372935, -0.407738,  0.419688,  0.208228,  0.802189
RF02999#URS0000D69975_1388763/1-93#subopt2,    3.68178,   0.511894,     1.0094,    2.17586,    1.83185,   0.260511,   0.106015,   0.220035, -0.0366081,    0.67197,-0.00610247,  -0.172713,   -0.58883,   0.157308,  -0.333627,   -1.09329,   0.148586,  0.0973429,   0.659929
